img_name,label,clean_pred_label,clean_pred_prob,adv_normal_pred_label,adv_normal_pred_prob,adv_special_pred_label,adv_special_pred_prob,gen_night_clean_pred_label,gen_night_clean_pred_prob,gen_night_normal_pred_label,gen_night_normal_pred_prob,gen_night_special_pred_label,gen_night_special_pred_prob,gen_night_2_clean_pred_label,gen_night_2_clean_pred_prob,gen_night_2_normal_pred_label,gen_night_2_normal_pred_prob,gen_night_2_special_pred_label,gen_night_2_special_pred_prob,gen_snow_clean_pred_label,gen_snow_clean_pred_prob,gen_snow_normal_pred_label,gen_snow_normal_pred_prob,gen_snow_special_pred_label,gen_snow_special_pred_prob,gen_snow_2_clean_pred_label,gen_snow_2_clean_pred_prob,gen_snow_2_normal_pred_label,gen_snow_2_normal_pred_prob,gen_snow_2_special_pred_label,gen_snow_2_special_pred_prob,gen_dawn_clean_pred_label,gen_dawn_clean_pred_prob,gen_dawn_normal_pred_label,gen_dawn_normal_pred_prob,gen_dawn_special_pred_label,gen_dawn_special_pred_prob,gen_dawn_2_clean_pred_label,gen_dawn_2_clean_pred_prob,gen_dawn_2_normal_pred_label,gen_dawn_2_normal_pred_prob,gen_dawn_2_special_pred_label,gen_dawn_2_special_pred_prob,total_generated_imgs,total_adv_gen_attack_succeeded_normal,avg_prob_gen_attack_succeeded_normal,total_gen_failed_normal,total_adv_gen_attack_succeeded_special,avg_prob_gen_attack_succeeded_special,total_gen_failed_special
road_1,14,14,0.894817590713501,17,0.7078087329864502,17,0.6604514718055725,14,0.9045315980911255,14,0.9114829301834106,14,0.9116659164428711,14,0.9318298101425171,14,0.9060024619102478,14,0.914155900478363,14,0.901977002620697,14,0.6694400906562805,14,0.9080333113670349,14,0.9215819835662842,14,0.9025593996047974,14,0.9426795244216919,14,0.914472222328186,17,0.6871842741966248,14,0.9248766303062439,14,0.5911293029785156,14,0.8731276392936707,14,0.9446544647216797,6,1,0.6871842741966248,5,0,0.0,6
road_2,14,14,0.8961302638053894,14,0.8932463526725769,14,0.9021626710891724,14,0.8994759321212769,14,0.8958733081817627,14,0.9047026038169861,14,0.9007709622383118,14,0.9022326469421387,14,0.9160237908363342,14,0.8925569653511047,14,0.8963881134986877,14,0.9103653430938721,14,0.8941969275474548,14,0.894209623336792,14,0.9016546607017517,14,0.893539309501648,14,0.8950604796409607,14,0.8823403120040894,14,0.8924141526222229,14,0.893433690071106,14,0.9014121294021606,6,0,0.0,6,0,0.0,6
road_3,14,14,0.9068347811698914,14,0.8891690969467163,14,0.9404072165489197,14,0.9282452464103699,14,0.8944370746612549,3,0.20190732181072235,14,0.9061806201934814,14,0.895828127861023,14,0.7318637371063232,14,0.9312910437583923,14,0.8963286280632019,14,0.12630759179592133,14,0.9193788170814514,14,0.899768054485321,14,0.2248721867799759,14,0.9386454820632935,14,0.8967494964599609,32,0.14180445671081543,14,0.9272972345352173,14,0.8945169448852539,3,0.28674599528312683,6,0,0.0,6,3,0.21015259126822153,3
road_4,14,14,0.8954434990882874,14,0.8888148665428162,14,0.9041630625724792,14,0.9027618169784546,14,0.8975538015365601,14,0.9075667858123779,14,0.9045792818069458,14,0.8998632431030273,14,0.9047545194625854,14,0.8971014618873596,14,0.8960209488868713,14,0.9023712277412415,14,0.8997441530227661,14,0.8976203799247742,14,0.904988706111908,14,0.8940321207046509,14,0.8910915851593018,14,0.9059876203536987,14,0.8937937021255493,14,0.8913126587867737,14,0.9055769443511963,6,0,0.0,6,0,0.0,6
road_5,14,14,0.8955202698707581,14,0.892023503780365,14,0.9010770916938782,14,0.9051669836044312,14,0.9010252356529236,14,0.5254614353179932,14,0.9015181064605713,14,0.899901270866394,14,0.8962662816047668,14,0.9035645127296448,14,0.8994634747505188,14,0.669542133808136,14,0.9044650197029114,14,0.9056071043014526,17,0.38619038462638855,14,0.9030904769897461,14,0.8995378613471985,14,0.7607557773590088,14,0.8983021974563599,14,0.8976574540138245,14,0.575829803943634,6,0,0.0,6,1,0.38619038462638855,5
road_6,14,14,0.8943514823913574,14,0.595702052116394,14,0.8930726051330566,14,0.8954634070396423,14,0.898639440536499,14,0.8912067413330078,14,0.9041911363601685,14,0.8970533013343811,14,0.8947291374206543,14,0.9009134769439697,14,0.9039189219474792,14,0.8920778036117554,14,0.9107556939125061,14,0.9035571217536926,14,0.8956283330917358,14,0.8954707384109497,14,0.8973466157913208,14,0.8897902369499207,14,0.9031060338020325,14,0.9010868668556213,14,0.8923003077507019,6,0,0.0,6,0,0.0,6
road_8,14,14,0.8938466906547546,14,0.3001750409603119,14,0.8904650211334229,14,0.92156583070755,14,0.8982986211776733,14,0.8950114250183105,14,0.8907241225242615,14,0.8946588039398193,14,0.8888127207756042,14,0.8942750096321106,14,0.8987516164779663,14,0.8916611671447754,14,0.892305314540863,14,0.8965880870819092,14,0.8908849358558655,14,0.8911126255989075,14,0.8965535759925842,14,0.8871907591819763,14,0.8911945819854736,14,0.8987648487091064,14,0.8870847821235657,6,0,0.0,6,0,0.0,6
road_9,14,14,0.9093939661979675,14,0.6439254879951477,14,0.9088575839996338,14,0.8490190505981445,14,0.2859947979450226,14,0.35741758346557617,14,0.9029759764671326,14,0.9171831011772156,14,0.9085303544998169,14,0.8956283330917358,14,0.9013156890869141,14,0.9019677042961121,14,0.9333954453468323,14,0.15407565236091614,14,0.6416959166526794,14,0.8945508599281311,14,0.9030855298042297,14,0.9007537364959717,14,0.9389113783836365,14,0.9432075619697571,14,0.9463222026824951,6,0,0.0,6,0,0.0,6
road_10,14,14,0.8897876143455505,14,0.8876096606254578,14,0.8878315687179565,14,0.8925465941429138,14,0.8908281326293945,14,0.8908097743988037,14,0.8934037089347839,14,0.8925912380218506,14,0.8922780156135559,14,0.8952085375785828,14,0.8938048481941223,14,0.8936306834220886,14,0.8927383422851562,14,0.8909140825271606,14,0.890773594379425,14,0.8925161957740784,14,0.8917249441146851,14,0.8919002413749695,14,0.8911845684051514,14,0.8909668326377869,14,0.8907192945480347,6,0,0.0,6,0,0.0,6
road_11,14,14,0.9112554788589478,17,0.8397400975227356,17,0.5866813659667969,14,0.9012709259986877,14,0.9103862047195435,14,0.7601906657218933,14,0.9032979011535645,14,0.9153309464454651,14,0.2778514623641968,14,0.9048396348953247,14,0.916804313659668,14,0.8767363429069519,14,0.9010905623435974,14,0.9038252234458923,14,0.8107722401618958,14,0.9060834050178528,14,0.894623875617981,14,0.8006082773208618,14,0.791396975517273,14,0.5336164236068726,14,0.8141677975654602,6,0,0.0,6,0,0.0,6
road_12,14,14,0.8981335759162903,14,0.6284928917884827,12,0.2999432384967804,14,0.8995570540428162,14,0.9027702808380127,12,0.42885658144950867,14,0.8985251188278198,14,0.9103160500526428,14,0.8970670104026794,14,0.900951087474823,14,0.883984386920929,12,0.41142264008522034,14,0.9014742970466614,14,0.9051631093025208,14,0.9063631892204285,14,0.8966993689537048,14,0.9041656255722046,12,0.2653827369213104,14,0.8984004855155945,14,0.903598964214325,14,0.9039663672447205,6,0,0.0,6,3,0.3685539861520131,3
road_13,14,14,0.9019877910614014,14,0.8930249214172363,14,0.8937197327613831,14,0.8982608318328857,14,0.8978862166404724,14,0.8917912840843201,14,0.8987649083137512,14,0.8992798924446106,14,0.8944451808929443,14,0.9012601971626282,14,0.8974772095680237,14,0.8951801657676697,14,0.9030396342277527,14,0.8972302675247192,14,0.8945465087890625,14,0.8951377272605896,14,0.8952783942222595,14,0.894393801689148,14,0.8925450444221497,14,0.8918315172195435,14,0.8897325992584229,6,0,0.0,6,0,0.0,6
road_14,14,14,0.9048036336898804,17,0.8813217282295227,17,0.6090030670166016,14,0.9071539640426636,17,0.678862452507019,17,0.7254992723464966,14,0.9092186689376831,17,0.6046854853630066,17,0.6563968062400818,14,0.9010732173919678,14,0.9111768007278442,17,0.47065919637680054,14,0.902704656124115,14,0.8960802555084229,17,0.6161673665046692,14,0.9093316197395325,17,0.5862743258476257,17,0.7489973902702332,14,0.7792009115219116,17,0.6452892422676086,17,0.3197314143180847,6,4,0.628777876496315,2,6,0.5895752410093943,0
road_15,14,14,0.8980002403259277,17,0.8308889269828796,17,0.7111145853996277,14,0.8956477046012878,14,0.5453166365623474,17,0.5517683029174805,14,0.8995713591575623,14,0.2818540632724762,17,0.5600988864898682,14,0.8958740234375,14,0.8784326910972595,17,0.5394682884216309,14,0.8982660174369812,17,0.38845765590667725,17,0.6982362270355225,14,0.8970001339912415,14,0.3012154996395111,17,0.6573245525360107,14,0.9006378054618835,17,0.27426713705062866,17,0.49830684065818787,6,2,0.33136239647865295,4,6,0.5842005163431168,0
