img_name,label,clean_pred_label,clean_pred_prob,adv_normal_pred_label,adv_normal_pred_prob,adv_special_pred_label,adv_special_pred_prob,gen_night_clean_pred_label,gen_night_clean_pred_prob,gen_night_normal_pred_label,gen_night_normal_pred_prob,gen_night_special_pred_label,gen_night_special_pred_prob,gen_night_2_clean_pred_label,gen_night_2_clean_pred_prob,gen_night_2_normal_pred_label,gen_night_2_normal_pred_prob,gen_night_2_special_pred_label,gen_night_2_special_pred_prob,gen_snow_clean_pred_label,gen_snow_clean_pred_prob,gen_snow_normal_pred_label,gen_snow_normal_pred_prob,gen_snow_special_pred_label,gen_snow_special_pred_prob,gen_snow_2_clean_pred_label,gen_snow_2_clean_pred_prob,gen_snow_2_normal_pred_label,gen_snow_2_normal_pred_prob,gen_snow_2_special_pred_label,gen_snow_2_special_pred_prob,gen_dawn_clean_pred_label,gen_dawn_clean_pred_prob,gen_dawn_normal_pred_label,gen_dawn_normal_pred_prob,gen_dawn_special_pred_label,gen_dawn_special_pred_prob,gen_dawn_2_clean_pred_label,gen_dawn_2_clean_pred_prob,gen_dawn_2_normal_pred_label,gen_dawn_2_normal_pred_prob,gen_dawn_2_special_pred_label,gen_dawn_2_special_pred_prob,total_generated_imgs,total_adv_gen_attack_succeeded_normal,avg_prob_gen_attack_succeeded_normal,total_gen_failed_normal,total_adv_gen_attack_succeeded_special,avg_prob_gen_attack_succeeded_special,total_gen_failed_special
road_1,14,14,0.8948174715042114,17,0.7290574908256531,14,0.8396392464637756,14,0.9045325517654419,14,0.9098448157310486,14,0.6892829537391663,14,0.9318311810493469,14,0.9072611927986145,14,0.4322964549064636,14,0.9019742608070374,14,0.5494109392166138,14,0.6462767124176025,14,0.9215715527534485,14,0.9010939598083496,14,0.9072274565696716,14,0.9144797921180725,17,0.688376247882843,14,0.8712002038955688,14,0.5914022326469421,14,0.877599835395813,17,0.6230443716049194,6,1,0.688376247882843,5,1,0.6230443716049194,5
road_2,14,14,0.8961288332939148,14,0.8926141858100891,14,0.8914034366607666,14,0.8994771242141724,14,0.8967220783233643,14,0.8930035829544067,14,0.9007735848426819,14,0.899163544178009,14,0.8992042541503906,14,0.8925584554672241,14,0.8939625024795532,14,0.8918556571006775,14,0.8941954970359802,14,0.893081545829773,14,0.8915582895278931,14,0.8935392498970032,14,0.8911488652229309,14,0.890765905380249,14,0.8924134373664856,14,0.8903926014900208,14,0.888688325881958,6,0,0.0,6,0,0.0,6
road_3,14,14,0.9068419337272644,14,0.8898553848266602,14,0.9221597909927368,14,0.928234338760376,14,0.9026150107383728,14,0.9143134355545044,14,0.9061817526817322,14,0.9010240435600281,14,0.9352257251739502,14,0.9312871098518372,14,0.896424412727356,14,0.6052215695381165,14,0.9195051789283752,14,0.8979248404502869,14,0.6255611777305603,14,0.9386714100837708,14,0.8997652530670166,3,0.5280969142913818,14,0.927323579788208,14,0.8945271372795105,14,0.4812910258769989,6,0,0.0,6,1,0.5280969142913818,5
road_4,14,14,0.8954445719718933,14,0.8893647193908691,14,0.9062290787696838,14,0.9027597904205322,14,0.8987842798233032,14,0.9140916466712952,14,0.9045781493186951,14,0.9006258249282837,14,0.9065265655517578,14,0.8971031308174133,14,0.8956182599067688,14,0.9016071557998657,14,0.8997427225112915,14,0.8973585963249207,14,0.9046933650970459,14,0.8940322399139404,14,0.8926427960395813,14,0.9001286625862122,14,0.8937942981719971,14,0.8924596309661865,14,0.9019632339477539,6,0,0.0,6,0,0.0,6
road_5,14,14,0.8955212235450745,14,0.8884925246238708,14,0.9021649956703186,14,0.9051668047904968,14,0.8950580954551697,14,0.5860497951507568,14,0.9015202522277832,14,0.8965054750442505,14,0.9058915376663208,14,0.9035625457763672,14,0.8948876857757568,14,0.8797126412391663,14,0.9044687747955322,14,0.902584433555603,14,0.8608880043029785,14,0.9030885696411133,14,0.9025272130966187,14,0.906813383102417,14,0.8983027338981628,14,0.8991124033927917,14,0.7850711941719055,6,0,0.0,6,0,0.0,6
road_6,14,14,0.8943512439727783,14,0.8920015096664429,14,0.3343268930912018,14,0.895466148853302,14,0.8916856050491333,14,0.9006699919700623,14,0.9041906595230103,14,0.8978254795074463,14,0.8882296681404114,14,0.9009159803390503,14,0.8942354321479797,14,0.9014918804168701,14,0.9107553958892822,14,0.8972777128219604,14,0.9119969606399536,14,0.8954707384109497,14,0.8924779295921326,14,0.9056111574172974,14,0.903107225894928,14,0.8960288763046265,14,0.9068444967269897,6,0,0.0,6,0,0.0,6
road_8,14,14,0.8938485980033875,14,0.8909081220626831,14,0.8897480964660645,14,0.9215593338012695,14,0.9026194214820862,14,0.8945163488388062,14,0.8907254338264465,14,0.8945778608322144,14,0.888293981552124,14,0.8942756652832031,14,0.8952793478965759,14,0.8918052315711975,14,0.892306923866272,14,0.8929947018623352,14,0.8902676105499268,14,0.8911126255989075,14,0.8911705613136292,14,0.887057363986969,14,0.8911961317062378,14,0.8910521268844604,14,0.8874461054801941,6,0,0.0,6,0,0.0,6
road_9,14,14,0.9093950390815735,14,0.8943295478820801,14,0.8913654088973999,14,0.8489527106285095,14,0.9101890325546265,14,0.8959249258041382,14,0.9029715061187744,14,0.8974159359931946,14,0.8934317827224731,14,0.8956305980682373,14,0.8920170068740845,14,0.893006443977356,14,0.9333905577659607,14,0.8990275859832764,14,0.8914883136749268,14,0.8945502042770386,14,0.8904236555099487,14,0.8910381197929382,14,0.9388776421546936,14,0.9051581025123596,14,0.8965242505073547,6,0,0.0,6,0,0.0,6
road_10,14,14,0.889789879322052,14,0.8869591951370239,14,0.8881950378417969,14,0.8925469517707825,14,0.8927446603775024,14,0.8925558924674988,14,0.8934051394462585,14,0.8938540816307068,14,0.89266437292099,14,0.8952061533927917,14,0.8935952186584473,14,0.8941055536270142,14,0.8927373886108398,14,0.8913647532463074,14,0.8911516070365906,14,0.8925142288208008,14,0.8931872248649597,14,0.8912904262542725,14,0.8911858201026917,14,0.8912592530250549,14,0.8908677697181702,6,0,0.0,6,0,0.0,6
road_11,14,14,0.9112579822540283,17,0.7035594582557678,17,0.6802988648414612,14,0.9012718796730042,14,0.9085153937339783,14,0.9070066809654236,14,0.903298020362854,14,0.9187514781951904,14,0.919641375541687,14,0.9048359990119934,14,0.9140424132347107,14,0.9083207249641418,14,0.9010904431343079,14,0.9030393362045288,14,0.9020034670829773,14,0.9060822129249573,14,0.9115785360336304,14,0.9067230224609375,14,0.791644811630249,14,0.5304856300354004,14,0.434285968542099,6,0,0.0,6,0,0.0,6
