img_name,label,clean_pred_label,clean_pred_prob,adv_normal_pred_label,adv_normal_pred_prob,adv_special_pred_label,adv_special_pred_prob,gen_night_clean_pred_label,gen_night_clean_pred_prob,gen_night_normal_pred_label,gen_night_normal_pred_prob,gen_night_special_pred_label,gen_night_special_pred_prob,gen_night_2_clean_pred_label,gen_night_2_clean_pred_prob,gen_night_2_normal_pred_label,gen_night_2_normal_pred_prob,gen_night_2_special_pred_label,gen_night_2_special_pred_prob,gen_snow_clean_pred_label,gen_snow_clean_pred_prob,gen_snow_normal_pred_label,gen_snow_normal_pred_prob,gen_snow_special_pred_label,gen_snow_special_pred_prob,gen_snow_2_clean_pred_label,gen_snow_2_clean_pred_prob,gen_snow_2_normal_pred_label,gen_snow_2_normal_pred_prob,gen_snow_2_special_pred_label,gen_snow_2_special_pred_prob,gen_dawn_clean_pred_label,gen_dawn_clean_pred_prob,gen_dawn_normal_pred_label,gen_dawn_normal_pred_prob,gen_dawn_special_pred_label,gen_dawn_special_pred_prob,gen_dawn_2_clean_pred_label,gen_dawn_2_clean_pred_prob,gen_dawn_2_normal_pred_label,gen_dawn_2_normal_pred_prob,gen_dawn_2_special_pred_label,gen_dawn_2_special_pred_prob,total_generated_imgs,total_adv_gen_attack_succeeded_normal,avg_prob_gen_attack_succeeded_normal,total_gen_failed_normal,total_adv_gen_attack_succeeded_special,avg_prob_gen_attack_succeeded_special,total_gen_failed_special
road_1,12,12,0.8680129051208496,4,0.6974209547042847,3,0.6515823006629944,12,0.8888719081878662,4,0.6418154835700989,7,0.3943720757961273,12,0.843174397945404,4,0.5527544021606445,3,0.5351473689079285,12,0.8475363254547119,4,0.3905922770500183,3,0.3928307592868805,12,0.8481369614601135,4,0.37978413701057434,3,0.4147960841655731,12,0.8834311366081238,4,0.5377680063247681,3,0.40392768383026123,12,0.8648267984390259,4,0.3552323877811432,3,0.5143750905990601,6,6,0.47632444898287457,0,6,0.4425748437643051,0
road_2,12,12,0.8853620290756226,8,0.6200698018074036,0,0.6357458829879761,12,0.8939520120620728,8,0.8844098448753357,0,0.45255839824676514,12,0.8420771360397339,8,0.3008227050304413,12,0.11822793632745743,12,0.9078565239906311,8,0.5146641731262207,0,0.41000092029571533,12,0.9027076959609985,8,0.5160296559333801,0,0.42774927616119385,12,0.899675726890564,8,0.5423172116279602,0,0.6138961911201477,12,0.904150128364563,8,0.5139458179473877,0,0.5279492139816284,6,6,0.5453649014234543,0,5,0.48643079996109007,1
road_3,12,12,0.6863771677017212,4,0.4984397292137146,11,0.1730809360742569,12,0.8200713992118835,12,0.2041056603193283,15,0.1072944849729538,12,0.8480992913246155,12,0.4854585826396942,12,0.3414553105831146,12,0.7862630486488342,12,0.15524594485759735,11,0.13360488414764404,12,0.7508516311645508,8,0.2356458604335785,2,0.13101911544799805,12,0.7279695272445679,7,0.17936047911643982,7,0.1343994140625,12,0.7055060863494873,0,0.17834031581878662,11,0.13989824056625366,6,3,0.1977822184562683,3,5,0.1292432278394699,1
road_4,12,12,0.8826544880867004,2,0.23140928149223328,7,0.38690778613090515,12,0.8825181722640991,12,0.7382513284683228,12,0.5762313604354858,12,0.9009785056114197,12,0.6211531758308411,12,0.41550716757774353,12,0.8845198154449463,12,0.3630853593349457,12,0.3342161774635315,12,0.8920305371284485,12,0.6586036682128906,12,0.48006370663642883,12,0.8841540813446045,12,0.30394279956817627,7,0.273021399974823,12,0.8752289414405823,4,0.19607728719711304,7,0.26399391889572144,6,1,0.19607728719711304,5,2,0.2685076594352722,4
road_5,12,12,0.8961565494537354,12,0.27645209431648254,12,0.24430890381336212,12,0.8880083560943604,12,0.5021967887878418,12,0.451413631439209,12,0.9007748365402222,12,0.6292235851287842,12,0.5778536796569824,12,0.8824202418327332,12,0.31285911798477173,12,0.27279412746429443,12,0.9051352739334106,12,0.36962154507637024,12,0.3340126574039459,12,0.8410693407058716,7,0.3308863937854767,7,0.327654093503952,12,0.9182592630386353,12,0.45304131507873535,12,0.3968639373779297,6,1,0.3308863937854767,5,1,0.327654093503952,5
road_6,12,12,0.8606838583946228,4,0.5441974997520447,4,0.544067919254303,12,0.8392836451530457,4,0.48395639657974243,4,0.6051976084709167,12,0.8548883199691772,4,0.5670285820960999,4,0.5875481963157654,12,0.8786506056785583,4,0.34111008048057556,4,0.4536345899105072,12,0.88078373670578,7,0.22459666430950165,4,0.238663911819458,12,0.8723599314689636,4,0.5069875121116638,4,0.3751045763492584,12,0.845576286315918,4,0.4105290174484253,4,0.42848482728004456,6,6,0.42236804217100143,0,6,0.4481056183576584,0
road_8,12,12,0.9186215996742249,4,0.689392626285553,3,0.260610431432724,12,0.8705977201461792,12,0.6554234623908997,12,0.4039968252182007,12,0.8888133764266968,12,0.7621515989303589,12,0.49788999557495117,12,0.8918789029121399,4,0.5446129441261292,3,0.30587759613990784,12,0.8745522499084473,4,0.4547944962978363,4,0.22355258464813232,12,0.8476601243019104,12,0.4893262982368469,12,0.3067646324634552,12,0.9178657531738281,4,0.5138276219367981,12,0.3344069719314575,6,3,0.5044116874535879,3,2,0.2647150903940201,4
road_9,12,12,0.6756874322891235,4,0.4775489568710327,7,0.18168136477470398,12,0.708769679069519,12,0.1402767449617386,7,0.1635037511587143,12,0.7115635871887207,12,0.22175048291683197,7,0.16852545738220215,12,0.777105987071991,4,0.23225414752960205,7,0.15308617055416107,12,0.6456298828125,12,0.13719020783901215,7,0.21083688735961914,12,0.6226528882980347,4,0.30680444836616516,7,0.14652849733829498,12,0.8027335405349731,12,0.2751063108444214,12,0.17345145344734192,6,2,0.2695292979478836,4,5,0.16849615275859833,1
road_10,12,12,0.8830878734588623,4,0.21898473799228668,4,0.2798759639263153,12,0.8474637269973755,12,0.20965151488780975,12,0.24610011279582977,12,0.8446693420410156,12,0.24302272498607635,4,0.2419254183769226,12,0.866904079914093,12,0.19736261665821075,7,0.20462572574615479,12,0.8659693598747253,12,0.25814729928970337,4,0.2247494012117386,12,0.8466614484786987,4,0.1505224108695984,4,0.254038006067276,12,0.8632345795631409,12,0.14071610569953918,7,0.168426975607872,6,1,0.1505224108695984,5,5,0.2187531054019928,1
road_11,12,12,0.9168761372566223,7,0.5955232381820679,0,0.5279391407966614,12,0.8858904838562012,7,0.7534956932067871,0,0.6159204244613647,12,0.8946923613548279,7,0.67904132604599,0,0.48734262585639954,12,0.898294985294342,7,0.6881074905395508,0,0.4329037368297577,12,0.8912914395332336,7,0.6364713907241821,0,0.46350038051605225,12,0.8955970406532288,7,0.7284055352210999,0,0.7020264267921448,12,0.7923333048820496,7,0.479017436504364,0,0.5624188184738159,6,6,0.6607564787069956,0,6,0.5440187354882559,0
